ts,token,event_seq,symbol,tier,policy,side,frac_of_original,px,usd_proceeds,gap_s,note
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,tp2_half_stop50_6h,time_exit,1.0,2.0067972584020167e-23,9.683166,248141.3,
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,cfg_ladder_trail30_6h,time_exit,1.0,2.0067972584020167e-23,9.683166,248141.3,
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,ctl_random_exit,random_exit,1.0,2.0067972584020167e-23,9.683166,248141.3,
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,hold_to_end,tracking_window_end,1.0,2.0067972584020167e-23,9.683166,248141.3,terminal mark at the last observed price
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,stop_30,tracking_window_end,1.0,2.0067972584020167e-23,9.683166,248141.3,terminal mark at the last observed price
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,stop_50,tracking_window_end,1.0,2.0067972584020167e-23,9.683166,248141.3,terminal mark at the last observed price
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,cfg_ladder,tracking_window_end,1.0,2.0067972584020167e-23,9.683166,248141.3,terminal mark at the last observed price
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,cfg_ladder_stop,tracking_window_end,1.0,2.0067972584020167e-23,9.683166,248141.3,terminal mark at the last observed price
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,trail_30,tracking_window_end,1.0,2.0067972584020167e-23,9.683166,248141.3,terminal mark at the last observed price
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,trail_50,tracking_window_end,1.0,2.0067972584020167e-23,9.683166,248141.3,terminal mark at the last observed price
1789649263.839659,0xa8377ab823a344416db5ed5e33f4a76a87cd1e18,553,HUMAIN,B,tp2_half_trail30,tracking_window_end,1.0,2.0067972584020167e-23,9.683166,248141.3,terminal mark at the last observed price
1789649531.840449,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,*,buy,1.0,1.223406840807029e-22,-9.982585,0.0,"shared entry via kyber, impact 17.1217, reserve_weth ?; buy 0.00406027 WETH ($9.98) → 8.16e+22 raw via kyber impact 17.12%"
1789649531.840449,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,*,buy,1.0,1.5518351100229813e-22,-9.981156,0.0,"shared entry via kyber, impact 26.1039, reserve_weth ?; buy 0.00406027 WETH ($9.98) → 6.43e+22 raw via kyber impact 26.10%"
1789649598.1675,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,ctl_exit_immediately,time_exit,1.0,1.0831783695161304e-22,8.838368,66.3,
1789649598.1675,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,ctl_exit_immediately,time_exit,1.0,1.591491780237997e-22,10.236222,66.3,
1789649984.231746,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,trail_30,trail,1.0,1.0955004907631562e-22,7.046085,64.3,
1789649984.231746,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,tp2_half_trail30,trail,1.0,1.0955004907631562e-22,7.046085,64.3,
1789649984.231746,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,cfg_ladder_trail30_6h,trail,1.0,1.0955004907631562e-22,7.046085,64.3,
1789650049.809275,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,stop_30,stop,1.0,8.335441790075253e-23,5.361223,65.6,
1789650243.71699,0xa74a94c15b95f8d5f3abdd2db00f6c7384037b55,638,Aria,B,*,buy,1.0,8.986233220081874e-22,-10.014,0.0,"shared entry via kyber, impact 6.1117, reserve_weth ?; buy 0.00406891 WETH ($10.01) → 1.11e+22 raw via kyber impact 6.11%"
1789650243.71699,0x727e02c785d3dd40148ff0a831aee55990711e18,639,WU,B,*,buy,1.0,2.2397693860788307e-22,-10.014,0.0,"shared entry via kyber, impact -433.4816, reserve_weth ?; buy 0.00406891 WETH ($10.01) → 4.47e+22 raw via kyber impact -433.48%"
1789650313.76513,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,ctl_random_exit,random_exit,1.0,1.697259747360756e-22,10.916505,70.0,
1789650313.76513,0xa74a94c15b95f8d5f3abdd2db00f6c7384037b55,638,Aria,B,ctl_exit_immediately,time_exit,1.0,8.445380703601885e-22,9.41129,70.0,
1789650313.76513,0x727e02c785d3dd40148ff0a831aee55990711e18,639,WU,B,ctl_exit_immediately,time_exit,1.0,2.199809028511454e-22,9.835338,70.0,
1789650448.195754,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,sell_15m,time_exit,1.0,9.361566115225635e-23,7.63872,66.6,
1789650448.195754,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,sell_15m,time_exit,1.0,1.9675620344305192e-22,12.655046,66.6,
1789650715.747075,0x35edd3c7c80117bb64e10ec826406feb23bebec6,640,OZZY,B,*,buy,1.0,2.2391892304147636e-23,-10.000444,0.0,"shared entry via kyber, impact 100.0000, reserve_weth ?; buy 0.00407367 WETH ($10.00) → 4.47e+23 raw via kyber impact 100.00%"
1789650715.747075,0xfb840929950539dbce398c2f63519680425b7ba3,641,MUSEMOMO,B,*,buy,1.0,1.7786532860446278e-25,-10.000444,0.0,"shared entry via kyber, impact 100.0000, reserve_weth ?; buy 0.00407367 WETH ($10.00) → 5.62e+25 raw via kyber impact 100.00%"
1789650715.747075,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,stop_30,stop,1.0,2.4570262208628914e-23,2.00485,66.1,
1789650715.747075,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,stop_50,stop,1.0,2.4570262208628914e-23,2.00485,66.1,
1789650715.747075,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,cfg_ladder_stop,stop,1.0,2.4570262208628914e-23,2.00485,66.1,
1789650715.747075,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,trail_30,trail,1.0,2.4570262208628914e-23,2.00485,66.1,
1789650715.747075,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,trail_50,trail,1.0,2.4570262208628914e-23,2.00485,66.1,
1789650715.747075,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,tp2_half_trail30,trail,1.0,2.4570262208628914e-23,2.00485,66.1,
1789650715.747075,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,tp2_half_stop50_6h,stop,1.0,2.4570262208628914e-23,2.00485,66.1,
1789650715.747075,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,cfg_ladder_trail30_6h,trail,1.0,2.4570262208628914e-23,2.00485,66.1,
1789650791.967414,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,hold_to_end,no_route,0.0,0.0,0.0,76.2,"NO ROUTE — dead coin, proceeds $0"
1789650791.967414,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,sell_30m,no_route,0.0,0.0,0.0,76.2,"NO ROUTE — dead coin, proceeds $0"
1789650791.967414,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,sell_1h,no_route,0.0,0.0,0.0,76.2,"NO ROUTE — dead coin, proceeds $0"
1789650791.967414,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,sell_2h,no_route,0.0,0.0,0.0,76.2,"NO ROUTE — dead coin, proceeds $0"
1789650791.967414,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,sell_3h,no_route,0.0,0.0,0.0,76.2,"NO ROUTE — dead coin, proceeds $0"
1789650791.967414,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,sell_6h,no_route,0.0,0.0,0.0,76.2,"NO ROUTE — dead coin, proceeds $0"
1789650791.967414,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,cfg_ladder,no_route,0.0,0.0,0.0,76.2,"NO ROUTE — dead coin, proceeds $0"
1789650791.967414,0xb6f343a1aa0f5a7f33b39bbb6e4ac22ef51a4e0c,636,DILBERT,B,ctl_random_exit,no_route,0.0,0.0,0.0,76.2,"NO ROUTE — dead coin, proceeds $0"
1789650791.967414,0x35edd3c7c80117bb64e10ec826406feb23bebec6,640,OZZY,B,ctl_exit_immediately,time_exit,1.0,2.1443179191617548e-23,9.576739,76.2,
1789650791.967414,0xfb840929950539dbce398c2f63519680425b7ba3,641,MUSEMOMO,B,ctl_exit_immediately,time_exit,1.0,1.6926094466620813e-25,9.516664,76.2,
1789650871.863422,0x023e26f8104c4566f24c30334bc8369ed3f1c60b,642,CFPX,B,*,buy,1.0,2.530740757270958e-23,-9.995735,0.0,"shared entry via kyber, impact 100.0000, reserve_weth ?; buy 0.00407387 WETH ($10.00) → 3.95e+23 raw via kyber impact 100.00%"
1789650871.863422,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,*,buy,1.0,1.3709446372016916e-22,-10.008444,0.0,"shared entry via kyber, impact 8.3114, reserve_weth ?; buy 0.00407387 WETH ($10.01) → 7.3e+22 raw via kyber impact 8.31%"
1789650946.0462139,0x023e26f8104c4566f24c30334bc8369ed3f1c60b,642,CFPX,B,ctl_exit_immediately,time_exit,1.0,2.461661751181423e-23,9.722892,74.2,
1789650946.0462139,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,ctl_exit_immediately,time_exit,1.0,1.0913577519365346e-22,7.967348,74.2,
1789651017.2184498,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,stop_30,stop,1.0,8.25627400390963e-23,6.02741,71.2,
1789651017.2184498,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,trail_30,trail,1.0,8.25627400390963e-23,6.02741,71.2,
1789651017.2184498,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,tp2_half_trail30,trail,1.0,8.25627400390963e-23,6.02741,71.2,
1789651017.2184498,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,cfg_ladder_trail30_6h,trail,1.0,8.25627400390963e-23,6.02741,71.2,
1789651087.9194,0x3a4cc8c5a443f48e2fa41e45c75b1c1e9eaccba3,644,MuseKoda,B,*,buy,1.0,2.231371058441491e-25,-9.992221,0.0,"shared entry via kyber, impact 100.0000, reserve_weth ?; buy 0.00406969 WETH ($9.99) → 4.48e+25 raw via kyber impact 100.00%"
1789651087.9194,0x82e4d651e5423b1aea889d7b2c51cf85cb8f9ba3,645,Euler,B,*,buy,1.0,3.0598723564870642e-25,-9.992221,0.0,"shared entry via kyber, impact 100.0000, reserve_weth ?; buy 0.00406969 WETH ($9.99) → 3.27e+25 raw via kyber impact 100.00%"
1789651087.9194,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,*,buy,1.0,7.448154137451268e-23,-9.992221,0.0,"shared entry via kyber, impact -9.6667, reserve_weth ?; buy 0.00406969 WETH ($9.99) → 1.34e+23 raw via kyber impact -9.67%"
1789651162.608941,0xa74a94c15b95f8d5f3abdd2db00f6c7384037b55,638,Aria,B,sell_15m,time_exit,1.0,6.940437123351417e-22,7.734224,74.7,
1789651162.608941,0x727e02c785d3dd40148ff0a831aee55990711e18,639,WU,B,sell_15m,time_exit,1.0,2.3498210648082593e-22,10.506041,74.7,
1789651162.608941,0x3a4cc8c5a443f48e2fa41e45c75b1c1e9eaccba3,644,MuseKoda,B,ctl_exit_immediately,time_exit,1.0,2.1533150027923653e-25,9.642681,74.7,
1789651162.608941,0x82e4d651e5423b1aea889d7b2c51cf85cb8f9ba3,645,Euler,B,ctl_exit_immediately,time_exit,1.0,2.963697591210113e-25,9.678156,74.7,
1789651162.608941,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,ctl_exit_immediately,time_exit,1.0,1.3249407209383755e-22,17.775008,74.7,
1789651320.0682518,0x3b4a0048a00787a644932cd648faa043410c163e,647,SIRIUS,B,*,buy,1.0,5.017587225565648e-22,-10.012345,0.0,"shared entry via kyber, impact 3.9524, reserve_weth ?; buy 0.00407579 WETH ($10.01) → 2e+22 raw via kyber impact 3.95%"
1789651397.2649221,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,sell_30m,time_exit,1.0,1.8759481137014827e-22,12.0658,77.2,
1789651397.2649221,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,cfg_ladder,tp_2x,0.5,1.4896308274902537e-22,9.992221,77.2,limit fill at rung level
1789651397.2649221,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,cfg_ladder_stop,tp_2x,0.5,1.4896308274902537e-22,9.992221,77.2,limit fill at rung level
1789651397.2649221,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,tp2_half_trail30,tp_2x,0.5,1.4896308274902537e-22,9.992221,77.2,limit fill at rung level
1789651397.2649221,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,tp2_half_stop50_6h,tp_2x,0.5,1.4896308274902537e-22,9.992221,77.2,limit fill at rung level
1789651397.2649221,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,cfg_ladder_trail30_6h,tp_2x,0.5,1.4896308274902537e-22,9.992221,77.2,limit fill at rung level
1789651397.2649221,0x3b4a0048a00787a644932cd648faa043410c163e,647,SIRIUS,B,ctl_exit_immediately,time_exit,1.0,4.875248056476365e-22,9.728314,77.2,
1789651474.3438148,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,trail_50,trail,1.0,1.3186894500364051e-22,8.481601,77.1,
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,hold_to_end,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,sell_15m,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,sell_30m,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,sell_1h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,sell_2h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,sell_3h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,sell_6h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,stop_50,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,cfg_ladder,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,cfg_ladder_stop,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,trail_50,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,tp2_half_stop50_6h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,643,TSV,B,ctl_random_exit,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,hold_to_end,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,sell_15m,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,sell_30m,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,sell_1h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,sell_2h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,sell_3h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,sell_6h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,stop_30,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,stop_50,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,cfg_ladder,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,cfg_ladder_stop,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,trail_30,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,trail_50,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,tp2_half_trail30,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,tp2_half_stop50_6h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,cfg_ladder_trail30_6h,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651474.3438148,0x63bd46c9589a81b937e0dc0e088ff8d7da7dff97,646,TSV,A,ctl_random_exit,no_route,0.0,0.0,0.0,77.1,"NO ROUTE — dead coin, proceeds $0"
1789651634.937685,0x35edd3c7c80117bb64e10ec826406feb23bebec6,640,OZZY,B,sell_15m,time_exit,1.0,2.1480842657089218e-23,9.59356,78.2,
1789651634.937685,0xfb840929950539dbce398c2f63519680425b7ba3,641,MUSEMOMO,B,sell_15m,time_exit,1.0,1.6928265977429008e-25,9.517885,78.2,
1789651710.139578,0xec497635e56cb3d1cc316c0ca6085a2f1124e4b6,648,GROKBOOK,B,*,buy,1.0,1.2112912445155168e-22,-10.002677,0.0,"shared entry via kyber, impact 100.0000, reserve_weth ?; buy 0.00407984 WETH ($10.00) → 8.26e+22 raw via kyber impact 100.00%"
1789651710.139578,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,stop_50,stop,1.0,4.144090851336471e-23,2.665413,75.2,
1789651710.139578,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,cfg_ladder_stop,stop,1.0,4.144090851336471e-23,2.665413,75.2,
1789651710.139578,0x76b42ab9e901c05bba26b1e780077bdfb89f5715,637,FUN,A,tp2_half_stop50_6h,stop,1.0,4.144090851336471e-23,2.665413,75.2,
1789651787.8185449,0x023e26f8104c4566f24c30334bc8369ed3f1c60b,642,CFPX,B,sell_15m,time_exit,1.0,2.698708085359114e-23,10.659161,77.7,
1789651787.8185449,0xec497635e56cb3d1cc316c0ca6085a2f1124e4b6,648,GROKBOOK,B,ctl_exit_immediately,time_exit,1.0,1.0660436566093187e-22,8.803242,77.7,
1789652030.820529,0x3a4cc8c5a443f48e2fa41e45c75b1c1e9eaccba3,644,MuseKoda,B,sell_15m,time_exit,1.0,2.145534293752275e-25,9.607838,91.2,
1789652030.820529,0x82e4d651e5423b1aea889d7b2c51cf85cb8f9ba3,645,Euler,B,sell_15m,time_exit,1.0,3.0009707603407485e-25,9.799874,91.2,
1789652109.413022,0x81fc8e7ce649dc47761265c3c60c2f55961863ca,649,LINO,B,*,buy,1.0,1.1800348458857958e-22,-10.00668,0.0,"shared entry via kyber, impact 100.0000, reserve_weth ?; buy 0.00409068 WETH ($10.01) → 8.48e+22 raw via kyber impact 100.00%"
1789652109.413022,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,*,buy,1.0,9.454354364640597e-23,-10.00668,0.0,"shared entry via kyber, impact 100.0000, reserve_weth ?; buy 0.00409068 WETH ($10.01) → 1.06e+23 raw via kyber impact 100.00%"
1789652109.413022,0x6e8701463cbd8df9e1bb80977507b5f6211a35c0,651,INUVATION,B,*,buy,1.0,4.77139940233524e-25,-10.00668,0.0,"shared entry via kyber, impact 2.8238, reserve_weth ?; buy 0.00409068 WETH ($10.01) → 2.1e+25 raw via kyber impact 2.82%"
1789652109.413022,0x6eb7ad7f6de3d4c658d1cb6575f1beb912eeb319,652,MUSEASTRA,A,*,buy,1.0,1.3186327437164853e-22,-10.00668,0.0,"shared entry via kyber, impact 4.5094, reserve_weth ?; buy 0.00409068 WETH ($10.01) → 7.59e+22 raw via kyber impact 4.51%"
1789652109.413022,0xa74a94c15b95f8d5f3abdd2db00f6c7384037b55,638,Aria,B,sell_30m,time_exit,1.0,7.321779346159726e-22,8.159181,78.6,
1789652109.413022,0x727e02c785d3dd40148ff0a831aee55990711e18,639,WU,B,sell_30m,time_exit,1.0,2.317285051422528e-22,10.360573,78.6,
1789652197.156356,0x81fc8e7ce649dc47761265c3c60c2f55961863ca,649,LINO,B,ctl_exit_immediately,time_exit,1.0,1.2361609860098306e-22,10.482629,87.7,
1789652197.156356,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,ctl_exit_immediately,time_exit,1.0,1.0875736801388425e-22,11.5111,87.7,
1789652197.156356,0x6e8701463cbd8df9e1bb80977507b5f6211a35c0,651,INUVATION,B,ctl_exit_immediately,time_exit,1.0,4.940745194031176e-25,10.361836,87.7,
1789652197.156356,0x6eb7ad7f6de3d4c658d1cb6575f1beb912eeb319,652,MUSEASTRA,A,ctl_exit_immediately,time_exit,1.0,1.0570915100457823e-22,8.021928,87.7,
1789652281.236023,0x3b4a0048a00787a644932cd648faa043410c163e,647,SIRIUS,B,sell_15m,time_exit,1.0,4.650168914118208e-22,9.27918,84.1,
1789652360.214527,0x24d8657e10af588b12de3e102a116f77b9e35ee8,653,GWOOD,B,*,buy,1.0,5.5233004994481475e-21,-10.012966,0.0,"shared entry via kyber, impact 1.1998, reserve_weth ?; buy 0.00410489 WETH ($10.01) → 1.81e+21 raw via kyber impact 1.20%"
1789652360.214527,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,stop_30,stop,1.0,4.326107560354138e-23,4.57884,79.0,
1789652360.214527,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,stop_50,stop,1.0,4.326107560354138e-23,4.57884,79.0,
1789652360.214527,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,cfg_ladder_stop,stop,1.0,4.326107560354138e-23,4.57884,79.0,
1789652360.214527,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,trail_30,trail,1.0,4.326107560354138e-23,4.57884,79.0,
1789652360.214527,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,trail_50,trail,1.0,4.326107560354138e-23,4.57884,79.0,
1789652360.214527,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,tp2_half_trail30,trail,1.0,4.326107560354138e-23,4.57884,79.0,
1789652360.214527,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,tp2_half_stop50_6h,stop,1.0,4.326107560354138e-23,4.57884,79.0,
1789652360.214527,0x806789182590f4ce5ffc91c70b2b50c8cd6cd440,650,MUSEASTRA,B,cfg_ladder_trail30_6h,trail,1.0,4.326107560354138e-23,4.57884,79.0,
1789652360.214527,0x6eb7ad7f6de3d4c658d1cb6575f1beb912eeb319,652,MUSEASTRA,A,stop_30,stop,1.0,9.024415278756475e-23,6.848339,79.0,
1789652360.214527,0x6eb7ad7f6de3d4c658d1cb6575f1beb912eeb319,652,MUSEASTRA,A,trail_30,trail,1.0,9.024415278756475e-23,6.848339,79.0,
1789652360.214527,0x6eb7ad7f6de3d4c658d1cb6575f1beb912eeb319,652,MUSEASTRA,A,tp2_half_trail30,trail,1.0,9.024415278756475e-23,6.848339,79.0,
1789652360.214527,0x6eb7ad7f6de3d4c658d1cb6575f1beb912eeb319,652,MUSEASTRA,A,cfg_ladder_trail30_6h,trail,1.0,9.024415278756475e-23,6.848339,79.0,
1789652447.763117,0x24d8657e10af588b12de3e102a116f77b9e35ee8,653,GWOOD,B,ctl_exit_immediately,time_exit,1.0,5.4409677883642994e-21,9.863708,87.5,
1789652532.234143,0x35edd3c7c80117bb64e10ec826406feb23bebec6,640,OZZY,B,sell_30m,time_exit,1.0,1.8105472557528458e-23,8.086086,84.5,
1789652532.234143,0xfb840929950539dbce398c2f63519680425b7ba3,641,MUSEMOMO,B,sell_30m,time_exit,1.0,1.4565853476657344e-25,8.189623,84.5,
1789652532.234143,0xec497635e56cb3d1cc316c0ca6085a2f1124e4b6,648,GROKBOOK,B,trail_30,trail,1.0,9.266420087140184e-23,7.652082,84.5,
1789652532.234143,0xec497635e56cb3d1cc316c0ca6085a2f1124e4b6,648,GROKBOOK,B,tp2_half_trail30,trail,1.0,9.266420087140184e-23,7.652082,84.5,
